lab_prod,ndc,rxcui,atc4,g_rxcui,name,concept_name
628560797,62856079701,1728056,A04AA,70561,palonosetron,5 ML palonosetron 0.05 MG/ML Injection [Aloxi]
000027623,00002762301,1728075,L01BA,68446,pemetrexed,pemetrexed 500 MG Injection [Alimta]
000027640,00002764001,1728079,L01BA,68446,pemetrexed,pemetrexed 100 MG Injection [Alimta]
555130221,55513022101,1728095,B02BX,805452,romiplostim,romiplostim 0.25 MG Injection [Nplate]
553900184,55390018401,1728351,N02AF,1841,butorphanol,1 ML butorphanol tartrate 2 MG/ML Injection
004093815,00409381512,1728800,N02AA,7052,morphine,10 ML morphine sulfate 1 MG/ML Injection
004091890,00409189001,1729197,N02AA,7052,morphine,1 ML morphine sulfate 2 MG/ML Cartridge
004092122,00409212201,1729200,"","","",1 ML enalaprilat 1.25 MG/ML Injection
553900011,55390001110,1729205,"","","",2 ML enalaprilat 1.25 MG/ML Injection
007034182,00703418201,1729418,L01CA,39541,vinorelbine,1 ML vinorelbine 10 MG/ML Injection
667580045,66758004502,1729422,L01CA,39541,vinorelbine,5 ML vinorelbine 10 MG/ML Injection
553900070,55390007001,1729422,L01CA,39541,vinorelbine,5 ML vinorelbine 10 MG/ML Injection
250210204,25021020405,1729422,L01CA,39541,vinorelbine,5 ML vinorelbine 10 MG/ML Injection
617030341,61703034109,1729422,L01CA,39541,vinorelbine,5 ML vinorelbine 10 MG/ML Injection
643700532,64370053202,1729423,L01CA,39541,vinorelbine,5 ML vinorelbine 10 MG/ML Injection [Navelbine]
006411397,00641139735,1730076,N05AA,2403,chlorpromazine,1 ML chlorpromazine hydrochloride 25 MG/ML Injection
006411398,00641139835,1730078,N05AA,2403,chlorpromazine,2 ML chlorpromazine hydrochloride 25 MG/ML Injection
000063884,00006388432,1731080,"","","",fosaprepitant 115 MG Injection [Emend Injection]
000063941,00006394132,1731082,"","","",fosaprepitant 150 MG Injection [Emend Injection]
004092337,00409233725,1731345,V03AC,3131,deferoxamine,deferoxamine mesylate 2000 MG Injection
000780347,00078034751,1731348,V03AC,3131,deferoxamine,deferoxamine mesylate 2000 MG Injection [Desferal]
004092336,00409233610,1731350,V03AC,3131,deferoxamine,deferoxamine mesylate 500 MG Injection
005551132,00555113212,1731350,V03AC,3131,deferoxamine,deferoxamine mesylate 500 MG Injection
000780467,00078046791,1731352,V03AC,3131,deferoxamine,deferoxamine mesylate 500 MG Injection [Desferal]
617030305,61703030538,1731355,L01BC,3041,cytarabine,5 ML cytarabine 20 MG/ML Injection
504282695,50428269530,1731503,A11CC,2418,cholecalciferol,Calcium Carbonate 600 MG / Cholecalciferol 800 UNT Oral Tablet
504281228,50428122864,1731503,A11CC,2418,cholecalciferol,Calcium Carbonate 600 MG / Cholecalciferol 800 UNT Oral Tablet
004091135,00409113502,1731517,N02AA,7052,morphine,10 ML morphine sulfate 25 MG/ML Injection
004096177,00409617714,1731520,N02AA,7052,morphine,4 ML morphine sulfate 25 MG/ML Injection
004091134,00409113403,1731537,N02AA,7052,morphine,20 ML morphine sulfate 50 MG/ML Injection
005174601,00517460125,1731582,D11AA,1546438,glycopyrronium,1 ML glycopyrrolate 0.2 MG/ML Injection
006416033,00641603325,1731582,D11AA,1546438,glycopyrronium,1 ML glycopyrrolate 0.2 MG/ML Injection
005174602,00517460225,1731590,D11AA,1546438,glycopyrronium,2 ML glycopyrrolate 0.2 MG/ML Injection
006416034,00641603425,1731590,D11AA,1546438,glycopyrronium,2 ML glycopyrrolate 0.2 MG/ML Injection
004091261,00409126130,1731993,N02AA,7052,morphine,1 ML morphine sulfate 10 MG/ML Injection
004091893,00409189301,1731995,N02AA,7052,morphine,1 ML morphine sulfate 10 MG/ML Cartridge
004091258,00409125830,1732006,N02AA,7052,morphine,1 ML morphine sulfate 4 MG/ML Injection
004091891,00409189101,1732014,N02AA,7052,morphine,1 ML morphine sulfate 4 MG/ML Cartridge
006416073,00641607325,1732136,N02AA,7052,morphine,1 ML morphine sulfate 5 MG/ML Injection
002591605,00259160501,1732157,"","","",incobotulinumtoxinA 50 UNT Injection [Xeomin]
002591610,00259161001,1732161,"","","",incobotulinumtoxinA 100 UNT Injection [Xeomin]
007033067,00703306711,1732182,L01DB,3995,epirubicin,25 ML epirubicin hydrochloride 2 MG/ML Injection
667580042,66758004201,1732182,L01DB,3995,epirubicin,25 ML epirubicin hydrochloride 2 MG/ML Injection
000095091,00009509101,1732183,L01DB,3995,epirubicin,25 ML epirubicin hydrochloride 2 MG/ML Injection [Ellence]
633230285,63323028564,1734356,N01BB,35780,ropivacaine,200 ML ropivacaine hydrochloride 2 MG/ML Injection [Naropin]
007037971,00703797103,1734399,A04AA,26237,granisetron,1 ML granisetron 1 MG/ML Injection
646790661,64679066103,1734399,A04AA,26237,granisetron,1 ML granisetron 1 MG/ML Injection
667580035,66758003501,1734399,A04AA,26237,granisetron,1 ML granisetron 1 MG/ML Injection
633230318,63323031801,1734399,A04AA,26237,granisetron,1 ML granisetron 1 MG/ML Injection
250210779,25021077901,1734399,A04AA,26237,granisetron,1 ML granisetron 1 MG/ML Injection
633230286,63323028630,1734476,N01BB,35780,ropivacaine,30 ML ropivacaine hydrochloride 5 MG/ML Injection [Naropin]
000063843,00006384371,1734686,J01DH,325642,ertapenem,ertapenem 1000 MG Injection [Invanz]
000063845,00006384571,1734686,J01DH,325642,ertapenem,ertapenem 1000 MG Injection [Invanz]
100190955,10019095501,1734917,L01AA,3002,cyclophosphamide,cyclophosphamide 500 MG Injection
100190956,10019095601,1734919,L01AA,3002,cyclophosphamide,cyclophosphamide 1000 MG Injection
100190957,10019095701,1734921,L01AA,3002,cyclophosphamide,cyclophosphamide 2000 MG Injection
633230325,63323032520,1734934,D06BB; J05AB; S01AD,281; 281; 281,acyclovir; acyclovir; acyclovir,20 ML acyclovir 50 MG/ML Injection
004099093,00409909332,1735003,N01AH; N02AB,4337; 4337,fentanyl; fentanyl,2 ML fentanyl 0.05 MG/ML Injection
004099094,00409909422,1735003,N01AH; N02AB,4337; 4337,fentanyl; fentanyl,2 ML fentanyl 0.05 MG/ML Injection
006416024,00641602410,1735003,N01AH; N02AB,4337; 4337,fentanyl; fentanyl,2 ML fentanyl 0.05 MG/ML Injection
006416027,00641602725,1735003,N01AH; N02AB,4337; 4337,fentanyl; fentanyl,2 ML fentanyl 0.05 MG/ML Injection
502420073,50242007301,1735490,H01AC,61148,somatropin,2 ML Somatropin 10 MG/ML Cartridge [Nutropin]
502420043,50242004314,1735501,H01AC,61148,somatropin,2 ML Somatropin 5 MG/ML Cartridge [Nutropin]
502420074,50242007401,1735537,H01AC,61148,somatropin,2 ML somatropin 5 MG/ML Pen Injector [Nutropin]
104540711,10454071110,1736648,"","","",1 ML rimabotulinumtoxinB 5000 UNT/ML Injection [Myobloc]
007033985,00703398501,1736776,L01XA,32592,oxaliplatin,10 ML oxaliplatin 5 MG/ML Injection
000240590,00024059010,1736778,L01XA,32592,oxaliplatin,10 ML oxaliplatin 5 MG/ML Injection [Eloxatin]
007033986,00703398601,1736781,L01XA,32592,oxaliplatin,20 ML oxaliplatin 5 MG/ML Injection
617030363,61703036322,1736781,L01XA,32592,oxaliplatin,20 ML oxaliplatin 5 MG/ML Injection
000240591,00024059120,1736782,L01XA,32592,oxaliplatin,20 ML oxaliplatin 5 MG/ML Injection [Eloxatin]
416160176,41616017640,1736784,L01XA,32592,oxaliplatin,oxaliplatin 50 MG Injection
473350176,47335017640,1736784,L01XA,32592,oxaliplatin,oxaliplatin 50 MG Injection
250210211,25021021120,1736784,L01XA,32592,oxaliplatin,oxaliplatin 50 MG Injection
473350178,47335017840,1736786,L01XA,32592,oxaliplatin,oxaliplatin 100 MG Injection
416160178,41616017840,1736786,L01XA,32592,oxaliplatin,oxaliplatin 100 MG Injection
000741658,00074165801,1736921,H05BX,73710,paricalcitol,1 ML paricalcitol 0.005 MG/ML Injection [Zemplar]
004094050,00409405001,1737244,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,2 ML clindamycin 150 MG/ML Injection
004094053,00409405303,1737244,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,2 ML clindamycin 150 MG/ML Injection
000090870,00009087026,1737245,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,2 ML clindamycin 150 MG/ML Injection [Cleocin]
633230734,63323073410,1737449,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 3 MG/ML Injection
250210802,25021080210,1737449,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 3 MG/ML Injection
000690107,00069010701,1737449,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 3 MG/ML Injection
617030324,61703032418,1737449,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 3 MG/ML Injection
617030325,61703032518,1737451,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 6 MG/ML Injection
633230735,63323073510,1737453,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 9 MG/ML Injection
250210803,25021080310,1737453,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 9 MG/ML Injection
617030326,61703032618,1737453,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 9 MG/ML Injection
000690109,00069010901,1737453,M05BA,1546406,pamidronic acid,10 ML pamidronate disodium 9 MG/ML Injection
553900127,55390012701,1737459,M05BA,1546406,pamidronic acid,pamidronate disodium 30 MG Injection
007813148,00781314870,1737461,M05BA,1546406,pamidronic acid,pamidronate disodium 90 MG Injection
553900129,55390012901,1737461,M05BA,1546406,pamidronic acid,pamidronate disodium 90 MG Injection
004094279,00409427902,1737562,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,30 ML lidocaine hydrochloride 10 MG/ML Injection
004094270,00409427001,1737562,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,30 ML lidocaine hydrochloride 10 MG/ML Injection
004094713,00409471302,1737566,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,5 ML lidocaine hydrochloride 10 MG/ML Injection
001860277,00186027713,1737567,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,5 ML lidocaine hydrochloride 10 MG/ML Injection [Xylocaine]
001860276,00186027613,1737569,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,2 ML lidocaine hydrochloride 10 MG/ML Injection [Xylocaine]
004094051,00409405101,1737578,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,4 ML clindamycin 150 MG/ML Injection
633230282,63323028204,1737578,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,4 ML clindamycin 150 MG/ML Injection
004094054,00409405403,1737578,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,4 ML clindamycin 150 MG/ML Injection
250210115,25021011504,1737578,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,4 ML clindamycin 150 MG/ML Injection
000090775,00009077526,1737579,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,4 ML clindamycin 150 MG/ML Injection [Cleocin]
004094052,00409405201,1737581,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,6 ML clindamycin 150 MG/ML Injection
004094055,00409405503,1737581,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,6 ML clindamycin 150 MG/ML Injection
000090902,00009090218,1737582,D10AF; G01AA; J01FF,2582; 2582; 2582,clindamycin; clindamycin; clindamycin,6 ML clindamycin 150 MG/ML Injection [Cleocin]
004094282,00409428201,1737757,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,2 ML lidocaine hydrochloride 20 MG/ML Injection
633230202,63323020202,1737757,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,2 ML lidocaine hydrochloride 20 MG/ML Injection
004092066,00409206605,1737761,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,5 ML lidocaine hydrochloride 20 MG/ML Injection
633230208,63323020805,1737761,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,5 ML lidocaine hydrochloride 20 MG/ML Injection
633230498,63323049889,1737762,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,5 ML lidocaine hydrochloride 20 MG/ML Injection [Xylocaine]
633230496,63323049697,1737764,C01BB; C05AD; D04AB; N01BB; R02AD; S01HA; S02DA,6387; 6387; 6387; 6387; 6387; 6387; 6387,lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine; lidocaine,10 ML lidocaine hydrochloride 20 MG/ML Injection [Xylocaine]
188600720,18860072010,1738354,N02BG,68503,ziconotide,1 ML ziconotide acetate 0.1 MG/ML Injection [Prialt]
605050097,60505009702,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
683820097,68382009706,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
000937114,00093711498,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
680840044,68084004490,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
009045676,00904567661,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
544580990,54458099010,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
003787001,00378700110,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
658620154,65862015430,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
576640421,57664042183,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
597621808,59762180801,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
604290734,60429073405,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
131070154,13107015430,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
009046109,00904610961,1738483,N06AB,32937,paroxetine,paroxetine hydrochloride 10 MG Oral Tablet
605050083,60505008301,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
683820098,68382009801,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
000937115,00093711598,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
680840045,68084004505,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
576640422,57664042299,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
544580989,54458098910,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
658620155,65862015530,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
003787002,00378700210,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
604290735,60429073530,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
009045677,00904567761,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
597621810,59762181004,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
131070155,13107015530,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
009046110,00904611061,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
510790774,51079077420,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
499990632,49999063230,1738495,N06AB,32937,paroxetine,paroxetine hydrochloride 20 MG Oral Tablet
605050084,60505008404,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
683820099,68382009906,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
000937116,00093711698,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
680840046,68084004690,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
576640424,57664042499,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
544580988,54458098810,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
658620156,65862015630,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
003787003,00378700393,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
009045678,00904567861,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
597621812,59762181203,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
499990613,49999061330,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
131070156,13107015630,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
009046111,00904611161,1738503,N06AB,32937,paroxetine,paroxetine hydrochloride 30 MG Oral Tablet
605050101,60505010101,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
000937121,00093712198,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
683820001,68382000105,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
576640425,57664042599,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
680840047,68084004705,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
604290737,60429073705,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
009045679,00904567961,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
658620157,65862015730,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
003787004,00378700493,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
597621815,59762181503,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
131070157,13107015730,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
009046112,00904611261,1738511,N06AB,32937,paroxetine,paroxetine hydrochloride 40 MG Oral Tablet
000090005,00009000501,1738589,A01AC; A07EA; C05AA; D07AA; D07XA; H02AB; S01BA; S01CB; S02BA,5492; 5492; 5492; 5492; 5492; 5492; 5492; 5492; 5492,hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone,hydrocortisone 1000 MG Injection [Solu-Cortef]
000090013,00009001306,1738592,A01AC; A07EA; C05AA; D07AA; D07XA; H02AB; S01BA; S01CB; S02BA,5492; 5492; 5492; 5492; 5492; 5492; 5492; 5492; 5492,hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone,hydrocortisone 250 MG Injection [Solu-Cortef]
000090016,00009001612,1738596,A01AC; A07EA; C05AA; D07AA; D07XA; H02AB; S01BA; S01CB; S02BA,5492; 5492; 5492; 5492; 5492; 5492; 5492; 5492; 5492,hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone; hydrocortisone,hydrocortisone 500 MG Injection [Solu-Cortef]
003782003,00378200393,1738803,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet
510790824,51079082463,1738803,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet
605053673,60505367303,1738803,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet
000294606,00029460613,1738804,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet [Paxil]
605053668,60505366803,1738804,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 12.5 MG Extended Release Oral Tablet [Paxil]
003782004,00378200405,1738805,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet
510790825,51079082563,1738805,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet
605053674,60505367403,1738805,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet
000294607,00029460713,1738806,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet [Paxil]
605053669,60505366903,1738806,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 25 MG Extended Release Oral Tablet [Paxil]
003782006,00378200693,1738807,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 37.5 MG Extended Release Oral Tablet
605053675,60505367503,1738807,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 37.5 MG Extended Release Oral Tablet
003782005,00378200593,1738807,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 37.5 MG Extended Release Oral Tablet
605053670,60505367003,1738808,N06AB,32937,paroxetine,24 HR paroxetine hydrochloride 37.5 MG Extended Release Oral Tablet [Paxil]
007813057,00781305714,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
605050744,60505074401,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
004094755,00409475501,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
633230373,63323037302,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
646790726,64679072601,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
007813010,00781301095,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
006416078,00641607825,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
006416080,00641608025,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
000691340,00069134016,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
250210777,25021077702,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
551500125,55150012502,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
231550196,23155019642,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
360000012,36000001225,1740467,A04AA,26225,ondansetron,2 ML ondansetron 2 MG/ML Injection
250210205,25021020505,1740864,L01BB,24698,fludarabine,fludarabine phosphate 50 MG Injection
617030344,61703034418,1740864,L01BB,24698,fludarabine,fludarabine phosphate 50 MG Injection
007035854,00703585401,1740864,L01BB,24698,fludarabine,fludarabine phosphate 50 MG Injection
553900251,55390025101,1740894,L01DC,632,mitomycin,mitomycin 5 MG Injection
167290115,16729011505,1740894,L01DC,632,mitomycin,mitomycin 5 MG Injection
553900253,55390025301,1740898,L01DC,632,mitomycin,mitomycin 40 MG Injection
167290116,16729011638,1740898,L01DC,632,mitomycin,mitomycin 40 MG Injection
553900252,55390025201,1740900,L01DC,632,mitomycin,mitomycin 20 MG Injection
553900452,55390045201,1740900,L01DC,632,mitomycin,mitomycin 20 MG Injection
167290108,16729010811,1740900,L01DC,632,mitomycin,mitomycin 20 MG Injection
005172340,00517234010,1741268,B03AB,24909,iron sucrose,5 ML iron sucrose 20 MG/ML Injection [Venofer]
685165216,68516521601,1741377,"","","","50 ML albumin human, USP 250 MG/ML Injection [Albutein]"
000537680,00053768033,1741758,"","","","100 ML albumin human, USP 250 MG/ML Injection [Albuminar]"
084963201,08496320101,1742739,"","","","NEEDLE,PEN 32G,3/16IN"
007813099,00781309995,1743547,J01CF,7773,oxacillin,oxacillin 1000 MG Injection
250210146,25021014610,1743547,J01CF,7773,oxacillin,oxacillin 1000 MG Injection
007813101,00781310195,1743549,J01CF,7773,oxacillin,oxacillin 2000 MG Injection
000157970,00015797018,1743549,J01CF,7773,oxacillin,oxacillin 2000 MG Injection
007813095,00781309592,1743549,J01CF,7773,oxacillin,oxacillin 2000 MG Injection
007819111,00781911195,1743549,J01CF,7773,oxacillin,oxacillin 2000 MG Injection
250210162,25021016224,1743549,J01CF,7773,oxacillin,oxacillin 2000 MG Injection
551500128,55150012824,1743549,J01CF,7773,oxacillin,oxacillin 2000 MG Injection
633230258,63323025803,1743704,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,methylprednisolone 125 MG Injection
000090047,00009004722,1743707,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,methylprednisolone 125 MG Injection [Solu-Medrol]
553900218,55390021801,1743720,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,methylprednisolone 500 MG Injection
000090003,00009000302,1743722,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,methylprednisolone 500 MG Injection [Solu-Medrol]
553900219,55390021901,1743726,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,methylprednisolone 1000 MG Injection
000090018,00009001820,1743729,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,methylprednisolone 1000 MG Injection [Solu-Medrol]
007030031,00703003101,1743779,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,1 ML methylprednisolone acetate 40 MG/ML Injection
007813131,00781313171,1743779,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,1 ML methylprednisolone acetate 40 MG/ML Injection
000093073,00009307301,1743781,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,1 ML methylprednisolone acetate 40 MG/ML Injection [Depo-Medrol]
553900029,55390002910,1743833,A02BA,4278,famotidine,2 ML famotidine 10 MG/ML Injection
633230739,63323073912,1743833,A02BA,4278,famotidine,2 ML famotidine 10 MG/ML Injection
000690121,00069012102,1743833,A02BA,4278,famotidine,2 ML famotidine 10 MG/ML Injection
006416022,00641602225,1743833,A02BA,4278,famotidine,2 ML famotidine 10 MG/ML Injection
007030051,00703005101,1743855,D07AA; D10AA; H02AB,6902; 6902; 6902,methylprednisolone; methylprednisolone; methylprednisolone,1 ML methylprednisolone acetate 80 MG/ML Injection
